collection,source_product,source_category,similar_products,similar_categories,similarity_scores,validation_status,error_type
vest_tanktop,요가복세트 나시 레깅스 SPA611810,"베스트, 나시","['요가복세트 나시 레깅스 SPA611810', '요가복세트 나시 레깅스 SPA613810', '요가복세트 나시 레깅스 SPA616509', '요가복세트 나시 레깅스 SPA612504', '요가복세트 나시 레깅스 SPA616503', '요가복세트 나시 레깅스 SPA616505']","['베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시']","[np.float64(99.36), np.float64(98.12), np.float64(94.38), np.float64(93.97), np.float64(93.69), np.float64(90.01)]",success,
vest_tanktop,요가복세트 나시 레깅스 SPA612504,"베스트, 나시","['요가복세트 나시 레깅스 SPA612504', '요가복세트 나시 레깅스 SPA613810', '요가복세트 나시 레깅스 SPA616509', '요가복세트 나시 레깅스 SPA616503', '요가복세트 나시 레깅스 SPA611810', '요가복세트 나시 레깅스 SPA614505']","['베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시']","[np.float64(99.14), np.float64(96.62), np.float64(95.25), np.float64(94.98), np.float64(94.72), np.float64(94.03)]",success,
vest_tanktop,요가복세트 나시 레깅스 SPA613810,"베스트, 나시","['요가복세트 나시 레깅스 SPA613810', '요가복세트 나시 레깅스 SPA611810', '요가복세트 나시 레깅스 SPA616509', '요가복세트 나시 레깅스 SPA612504', '요가복세트 나시 레깅스 SPA616503', '요가복세트 나시 레깅스 SPA616505']","['베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시']","[np.float64(99.52), np.float64(97.69), np.float64(95.82), np.float64(95.65), np.float64(94.73), np.float64(92.42)]",success,
vest_tanktop,요가복세트 나시 레깅스 SPA614505,"베스트, 나시","['요가복세트 나시 레깅스 SPA614505', '요가복세트 나시 레깅스 SPA616505', '요가복세트 나시 레깅스 SPA612504', '요가복세트 나시 레깅스 SPA613810', '요가복세트 나시 레깅스 SPA616509', '요가복세트 나시 레깅스 SPA616503']","['베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시']","[np.float64(99.46), np.float64(96.03), np.float64(94.01), np.float64(92.82), np.float64(92.43), np.float64(92.42)]",success,
vest_tanktop,요가복세트 나시 레깅스 SPA616503,"베스트, 나시","['요가복세트 나시 레깅스 SPA616503', '요가복세트 나시 레깅스 SPA616509', '요가복세트 나시 레깅스 SPA616505', '요가복세트 나시 레깅스 SPA613810', '요가복세트 나시 레깅스 SPA612504', '요가복세트 나시 레깅스 SPA611810']","['베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시']","[np.float64(100.0), np.float64(98.34), np.float64(95.68), np.float64(94.79), np.float64(94.49), np.float64(93.22)]",success,
vest_tanktop,요가복세트 나시 레깅스 SPA616505,"베스트, 나시","['요가복세트 나시 레깅스 SPA616505', '요가복세트 나시 레깅스 SPA616509', '요가복세트 나시 레깅스 SPA614505', '요가복세트 나시 레깅스 SPA616503', '요가복세트 나시 레깅스 SPA612504', '요가복세트 나시 레깅스 SPA613810']","['베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시']","[np.float64(99.65), np.float64(96.08), np.float64(95.92), np.float64(95.9), np.float64(93.07), np.float64(92.98)]",success,
vest_tanktop,요가복세트 나시 레깅스 SPA616509,"베스트, 나시","['요가복세트 나시 레깅스 SPA616509', '요가복세트 나시 레깅스 SPA616503', '요가복세트 나시 레깅스 SPA613810', '요가복세트 나시 레깅스 SPA616505', '요가복세트 나시 레깅스 SPA612504', '요가복세트 나시 레깅스 SPA611810']","['베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시']","[np.float64(99.62), np.float64(98.72), np.float64(95.76), np.float64(95.76), np.float64(94.44), np.float64(94.17)]",success,
vest_tanktop,우먼 GDS 자수 크롭 탱크 탑 (블랙),"베스트, 나시","['우먼 GDS 자수 크롭 탱크 탑 (블랙)', '[무료반품] Layered sleeveless - BLACK', '메탈 로고 슬리브리스 화이트', '에센셜 슬리브리스 탑_BLACK', 'W 슬리브리스 탑, 베이지', '도트 로고 라운지 탱크탑_블랙_0824113506']","['베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시']","[np.float64(97.22), np.float64(78.31), np.float64(75.02), np.float64(74.77), np.float64(73.54), np.float64(73.36)]",success,
vest_tanktop,웨이스트 스트링 포인트 슬리브리스 (네이비),"베스트, 나시","['웨이스트 스트링 포인트 슬리브리스 (네이비)', 'STRETCH TANK TOP', 'Round Rib Sleeveless (Black)', 'AYAYA CAMUS STRAP SLEEVELESS (SKY BLUE)', '브리즈 홀터 탑-5컬러', 'WOMEN 레이어드 이너 단추 미디 트임 나시 [BLACK]']","['베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시']","[np.float64(96.93), np.float64(78.86), np.float64(78.6), np.float64(78.23), np.float64(77.55), np.float64(75.87)]",success,
vest_tanktop,잇수다(15%쿠폰) 가을 베스트 신상 SALE 간절기티셔츠셔츠레이어드니트가디건바지신상,"베스트, 나시","['잇수다(15%쿠폰) 가을 베스트 신상 SALE 간절기티셔츠셔츠레이어드니트가디건바지신상', '(앤드지)앤드지 유니버스 리버서블 퀼팅 쉘파 베스트_BLC4TC3508', '[저스트원]30%소호쿠폰+무료배송!신상추가!블라우스셔츠니트원피스슬랙스데님바지티셔츠', '여성) 덤블 플리스 파이핑 크롭 베스트', '(폴햄)(시흥점)폴햄 공용 에코 패딩 볼륨 베스트 PHD4VP3930', '폴햄 니트 스웨터 니트티 가디건 꽈배기 여성 덤블 플리스 파이핑 크롭 베스트 144234']","['베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시']","[np.float64(98.48), np.float64(79.33), np.float64(78.29), np.float64(77.71), np.float64(73.86), np.float64(72.46)]",success,
vest_tanktop,작업조끼 4계절 조끼 남성 낚시 남자 등산 안전 현장,"베스트, 나시","['작업조끼 4계절 조끼 남성 낚시 남자 등산 안전 현장', '작업조끼 망사조끼 현장조끼', '지프 JEEP SPIRIT 남녀공용 양면 후리스 조끼 리버시블 베스트 플리스 8822', '(앤드지)앤드지 유니버스 리버서블 퀼팅 쉘파 베스트_BLC4TC3508', '쉘파 남녀공용 겨울용 장모플리스 하이넥 집업 자켓 (SL33JK014M)A1', 'TCS-1418TS57 학생회조끼 (인쇄변경가능)']","['베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시']","[np.float64(100.0), np.float64(85.22), np.float64(68.52), np.float64(66.85), np.float64(65.39), np.float64(65.35)]",success,
vest_tanktop,작업조끼 망사조끼 현장조끼,"베스트, 나시","['작업조끼 망사조끼 현장조끼', '작업조끼 4계절 조끼 남성 낚시 남자 등산 안전 현장', '지프 JEEP SPIRIT 남녀공용 양면 후리스 조끼 리버시블 베스트 플리스 8822', 'TCS-1418TS57 학생회조끼 (인쇄변경가능)', '쉘파 남녀공용 겨울용 장모플리스 하이넥 집업 자켓 (SL33JK014M)A1', '(최종3.3만)지프 JEEP SPIRIT 남성 패딩조끼']","['베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시']","[np.float64(98.27), np.float64(85.46), np.float64(72.33), np.float64(71.82), np.float64(68.28), np.float64(68.26)]",success,
vest_tanktop,지프 JEEP SPIRIT 남녀공용 뽀글이 패딩조끼  아웃도어 패딩조끼 캠핑조끼 패딩 JP226,"베스트, 나시","['지프 JEEP SPIRIT 남녀공용 뽀글이 패딩조끼  아웃도어 패딩조끼 캠핑조끼 패딩 JP226', '(최종3.3만)지프 JEEP SPIRIT 남성 패딩조끼', '지프 JEEP SPIRIT 남녀공용 패딩조끼  아웃도어 패딩조끼 겨울 코듀로이 조끼 패딩 JP986', '지프 JEEP SPIRIT 남녀공용 양면 후리스 조끼 리버시블 베스트 플리스 8822', '스마트 발열 온열 조끼 패딩 방한조끼 wfno02', '쉘파 남녀공용 겨울용 장모플리스 하이넥 집업 자켓 (SL33JK014M)A1']","['베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시']","[np.float64(99.43), np.float64(91.51), np.float64(91.22), np.float64(90.56), np.float64(73.04), np.float64(71.49)]",success,
vest_tanktop,지프 JEEP SPIRIT 남녀공용 양면 후리스 조끼 리버시블 베스트 플리스 8822,"베스트, 나시","['지프 JEEP SPIRIT 남녀공용 양면 후리스 조끼 리버시블 베스트 플리스 8822', '지프 JEEP SPIRIT 남녀공용 뽀글이 패딩조끼  아웃도어 패딩조끼 캠핑조끼 패딩 JP226', '(최종3.3만)지프 JEEP SPIRIT 남성 패딩조끼', '지프 JEEP SPIRIT 남녀공용 패딩조끼  아웃도어 패딩조끼 겨울 코듀로이 조끼 패딩 JP986', '작업조끼 망사조끼 현장조끼', '겨울작업조끼 작업복 후리스 보아털 양털 빅사이즈']","['베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시']","[np.float64(99.34), np.float64(90.14), np.float64(89.52), np.float64(89.33), np.float64(74.2), np.float64(72.93)]",success,
vest_tanktop,지프 JEEP SPIRIT 남녀공용 패딩조끼  아웃도어 패딩조끼 겨울 코듀로이 조끼 패딩 JP986,"베스트, 나시","['지프 JEEP SPIRIT 남녀공용 패딩조끼  아웃도어 패딩조끼 겨울 코듀로이 조끼 패딩 JP986', '(최종3.3만)지프 JEEP SPIRIT 남성 패딩조끼', '지프 JEEP SPIRIT 남녀공용 뽀글이 패딩조끼  아웃도어 패딩조끼 캠핑조끼 패딩 JP226', '지프 JEEP SPIRIT 남녀공용 양면 후리스 조끼 리버시블 베스트 플리스 8822', '스마트 발열 온열 조끼 패딩 방한조끼 wfno02', '쉘파 남녀공용 겨울용 장모플리스 하이넥 집업 자켓 (SL33JK014M)A1']","['베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시']","[np.float64(99.06), np.float64(92.7), np.float64(91.88), np.float64(89.85), np.float64(71.03), np.float64(69.75)]",success,
vest_tanktop,추위걱정끝 남녀 따뜻한 보아털 플리스 조끼 (SI4AA3VE012M)A1,"베스트, 나시","['추위걱정끝 남녀 따뜻한 보아털 플리스 조끼 (SI4AA3VE012M)A1', '겨울작업조끼 작업복 후리스 보아털 양털 빅사이즈', '히팅플러스 남녀 다운 웰론 패딩 조끼 (M5AAWV11)A1', '소프트히트 남성 기모안감 플리스 조끼 (M4WV10)A1', '쉘파 남녀공용 겨울용 장모플리스 하이넥 집업 자켓 (SL33JK014M)A1', '30%) 플라스틱아일랜드 가을신상 대방출 ~ 골라잡는 특가의류 모음']","['베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시']","[np.float64(98.25), np.float64(85.27), np.float64(82.28), np.float64(80.44), np.float64(80.14), np.float64(74.51)]",success,
vest_tanktop,컬러블록 카라 슬리브리스 우먼 [WHITE],"베스트, 나시","['컬러블록 카라 슬리브리스 우먼 [WHITE]', '메탈 로고 슬리브리스 화이트', '[여성] 에너지 탑_그린 VR24321025', '웨이스트 스트링 포인트 슬리브리스 (네이비)', '( 2Pack ) 루즈핏 레이어드 트임 실키 슬리브리스 ( 4Color )', 'Zipper Point Sleeveless Grey']","['베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시']","[np.float64(99.04), np.float64(69.78), np.float64(67.43), np.float64(62.97), np.float64(62.68), np.float64(62.29)]",success,
vest_tanktop,트레일러닝 조끼 베스트 등산조끼 마라톤 배낭 빅사이즈,"베스트, 나시","['트레일러닝 조끼 베스트 등산조끼 마라톤 배낭 빅사이즈', '작업조끼 망사조끼 현장조끼', '스마트 발열 온열 조끼 패딩 방한조끼 wfno02', '쉘파 남녀공용 겨울용 장모플리스 하이넥 집업 자켓 (SL33JK014M)A1', '작업조끼 4계절 조끼 남성 낚시 남자 등산 안전 현장', '[2PACK] 망고 나시 AR-111']","['베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시']","[np.float64(96.99), np.float64(64.54), np.float64(64.53), np.float64(60.91), np.float64(60.63), np.float64(60.15)]",success,
vest_tanktop,티류으스 여성 조끼 오피스룩 숏 정장 베스트 롱조끼 롱니트,"베스트, 나시","['티류으스 여성 조끼 오피스룩 숏 정장 베스트 롱조끼 롱니트', '모슬린 엄마옷 카라 정장 조끼 VE309021 중년여성의류50대60대마담빅사이즈', '빅사이즈  브이 넥 타이 나시 민소매 블라우스 BGI788', '(이즈도야)J9105 로맨틱 겹브이넥 루즈핏 롱 니트 조끼', '겨울작업조끼 작업복 후리스 보아털 양털 빅사이즈', '[2PACK] 레이어드 롱나시 2PACK (HJST2072)']","['베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시']","[np.float64(97.98), np.float64(79.2), np.float64(75.14), np.float64(74.81), np.float64(73.19), np.float64(72.85)]",success,
vest_tanktop,폴햄 니트 스웨터 니트티 가디건 꽈배기 여성 덤블 플리스 파이핑 크롭 베스트 144234,"베스트, 나시","['폴햄 니트 스웨터 니트티 가디건 꽈배기 여성 덤블 플리스 파이핑 크롭 베스트 144234', '여성) 덤블 플리스 파이핑 크롭 베스트', '(앤드지)앤드지 유니버스 리버서블 퀼팅 쉘파 베스트_BLC4TC3508', '소프트히트 남성 기모안감 플리스 조끼 (M4WV10)A1', '잇수다(15%쿠폰) 가을 베스트 신상 SALE 간절기티셔츠셔츠레이어드니트가디건바지신상', '[저스트원]30%소호쿠폰+무료배송!신상추가!블라우스셔츠니트원피스슬랙스데님바지티셔츠']","['베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시']","[np.float64(99.29), np.float64(82.18), np.float64(74.02), np.float64(73.82), np.float64(73.62), np.float64(73.12)]",success,
vest_tanktop,폴햄본사 여성) 플레인 믹스패턴 브이넥 베스트,"베스트, 나시","['폴햄본사 여성) 플레인 믹스패턴 브이넥 베스트', '[저스트원]30%소호쿠폰+무료배송!신상추가!블라우스셔츠니트원피스슬랙스데님바지티셔츠', '여성) 덤블 플리스 파이핑 크롭 베스트', '모슬린 엄마옷 카라 정장 조끼 VE309021 중년여성의류50대60대마담빅사이즈', 'Round Rib Sleeveless (Black)', '30%) 플라스틱아일랜드 가을신상 대방출 ~ 골라잡는 특가의류 모음']","['베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시']","[np.float64(98.21), np.float64(79.18), np.float64(76.68), np.float64(75.83), np.float64(73.93), np.float64(73.41)]",success,
vest_tanktop,피그먼트 스모크 셔링 탱크탑 CHARCOAL,"베스트, 나시","['피그먼트 스모크 셔링 탱크탑 CHARCOAL', 'BIG LOGO SLIM SLEEVELESS DRESS, CHACOAL', 'Round Rib Sleeveless (Black)', '로즈 키 슬리브리스  블랙', 'Vintage Button Pleats Bustier Charcoal', 'WOMEN 레이어드 이너 단추 미디 트임 나시 [BLACK]']","['베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시']","[np.float64(98.97), np.float64(80.8), np.float64(78.96), np.float64(77.39), np.float64(76.62), np.float64(75.65)]",success,
vest_tanktop,하프클럽파파브로남자 FW 울 오픈 브이넥 니트 베스트 JP-VEW-OV-차,"베스트, 나시","['하프클럽파파브로남자 FW 울 오픈 브이넥 니트 베스트 JP-VEW-OV-차', '티류으스 여성 조끼 오피스룩 숏 정장 베스트 롱조끼 롱니트', 'U넥 슬리브리스 - 블랙', '(이즈도야)J9105 로맨틱 겹브이넥 루즈핏 롱 니트 조끼', '모슬린 엄마옷 카라 정장 조끼 VE309021 중년여성의류50대60대마담빅사이즈', '폴햄 니트 스웨터 니트티 가디건 꽈배기 여성 덤블 플리스 파이핑 크롭 베스트 144234']","['베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시']","[np.float64(98.58), np.float64(71.03), np.float64(70.96), np.float64(69.48), np.float64(68.31), np.float64(68.11)]",success,
vest_tanktop,해외빅사이즈 캐주얼 여성 롱 야상 후드 조끼 티류으스,"베스트, 나시","['해외빅사이즈 캐주얼 여성 롱 야상 후드 조끼 티류으스', '(이즈도야)J9105 로맨틱 겹브이넥 루즈핏 롱 니트 조끼', '모슬린 엄마옷 카라 정장 조끼 VE309021 중년여성의류50대60대마담빅사이즈', '30%) 플라스틱아일랜드 가을신상 대방출 ~ 골라잡는 특가의류 모음', '잇수다(15%쿠폰) 가을 베스트 신상 SALE 간절기티셔츠셔츠레이어드니트가디건바지신상', '[저스트원]30%소호쿠폰+무료배송!신상추가!블라우스셔츠니트원피스슬랙스데님바지티셔츠']","['베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시']","[np.float64(99.25), np.float64(78.04), np.float64(76.89), np.float64(71.64), np.float64(70.62), np.float64(69.3)]",success,
vest_tanktop,히팅플러스 남녀 다운 웰론 패딩 조끼 (M5AAWV11)A1,"베스트, 나시","['히팅플러스 남녀 다운 웰론 패딩 조끼 (M5AAWV11)A1', '쉘파 남녀공용 겨울용 장모플리스 하이넥 집업 자켓 (SL33JK014M)A1', '추위걱정끝 남녀 따뜻한 보아털 플리스 조끼 (SI4AA3VE012M)A1', '소프트히트 남성 기모안감 플리스 조끼 (M4WV10)A1', '겨울작업조끼 작업복 후리스 보아털 양털 빅사이즈', '15% 흄 겟유즈드 - FW 데일리룩 특가 경량 패딩 다운 데님외 경량 기모 특가 행사 겨울 데일리 워크']","['베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시', '베스트, 나시']","[np.float64(98.27), np.float64(91.79), np.float64(83.26), np.float64(79.21), np.float64(78.52), np.float64(74.31)]",success,
pants_slimfit,23SS 남성 패턴 프린트 팬츠 RMPTM2504-195,슬림핏,"['23SS 남성 패턴 프린트 팬츠 RMPTM2504-195', '남성 뒷포켓 팬츠 RMPTM2502-940', 'Stretch Basic Fit Pants_Beige (Men)', '남성 여름 AIR 메쉬 슬림 팬츠  블랙 (BJ4421B115)', '남성 스트레이트핏 팬츠(블랙)', 'Side Pocket Essential Fit Pants_Beige (Men)']","['슬림핏', '슬림핏', '슬림핏', '슬림핏', '슬림핏', '슬림핏']","[np.float64(98.87), np.float64(94.74), np.float64(87.09), np.float64(85.85), np.float64(85.21), np.float64(84.89)]",success,
pants_slimfit,CO 사이드 포켓 테이퍼드 팬츠 M_Off White,슬림핏,"['CO 사이드 포켓 테이퍼드 팬츠 M_Off White', 'Side Pocket Essential Fit Pants_Beige (Men)', 'Stretch Basic Fit Pants_Beige (Men)', 'TO 스몰 포인트 슬림핏 팬츠 L_Black', 'VA 에센셜 겨울 본딩 팬츠 M_Dark Grey', '남성 스트레이트핏 팬츠(블랙)']","['슬림핏', '슬림핏', '슬림핏', '슬림핏', '슬림핏', '슬림핏']","[np.float64(100.0), np.float64(86.77), np.float64(86.6), np.float64(86.13), np.float64(85.17), np.float64(83.98)]",success,
pants_slimfit,CONE 슬림 크롭 데님 팬츠 [미디엄 인디고],슬림핏,"['CONE 슬림 크롭 데님 팬츠 [미디엄 인디고]', '프리미엄 빈티지 코인 포켓 테이퍼드 치노팬츠_카키', '남성 스트레이트핏 팬츠(블랙)', 'Side Punching Golf Pants_Black (Men)', '남성 여름 AIR 메쉬 슬림 팬츠  블랙 (BJ4421B115)', 'COTTON TOUCH STANDARD PANTS_NMPNA24692BKX']","['슬림핏', '슬림핏', '슬림핏', '슬림핏', '슬림핏', '슬림핏']","[np.float64(98.93), np.float64(75.18), np.float64(72.15), np.float64(70.76), np.float64(70.48), np.float64(68.85)]",success,
pants_slimfit,COTTON TOUCH STANDARD PANTS_NMPNA24692BKX,슬림핏,"['COTTON TOUCH STANDARD PANTS_NMPNA24692BKX', '남성 스트레이트핏 팬츠(블랙)', 'Side Punching Golf Pants_Black (Men)', '남성 여름 AIR 메쉬 슬림 팬츠  블랙 (BJ4421B115)', 'TO 스몰 포인트 슬림핏 팬츠 L_Black', 'CO 사이드 포켓 테이퍼드 팬츠 M_Off White']","['슬림핏', '슬림핏', '슬림핏', '슬림핏', '슬림핏', '슬림핏']","[np.float64(99.51), np.float64(89.24), np.float64(87.67), np.float64(86.22), np.float64(83.95), np.float64(82.85)]",success,
pants_slimfit,Side Pocket Essential Fit Pants_Beige (Men),슬림핏,"['Side Pocket Essential Fit Pants_Beige (Men)', 'Stretch Basic Fit Pants_Beige (Men)', '남성 여름 AIR 메쉬 슬림 팬츠  블랙 (BJ4421B115)', '남성 스트레이트핏 팬츠(블랙)', 'CO 사이드 포켓 테이퍼드 팬츠 M_Off White', '남성 뒷포켓 팬츠 RMPTM2502-940']","['슬림핏', '슬림핏', '슬림핏', '슬림핏', '슬림핏', '슬림핏']","[np.float64(97.56), np.float64(94.99), np.float64(86.94), np.float64(85.55), np.float64(85.35), np.float64(84.83)]",success,
pants_slimfit,Side Punching Golf Pants_Black (Men),슬림핏,"['Side Punching Golf Pants_Black (Men)', '남성 스트레이트핏 팬츠(블랙)', 'COTTON TOUCH STANDARD PANTS_NMPNA24692BKX', '남성 여름 AIR 메쉬 슬림 팬츠  블랙 (BJ4421B115)', 'Stretch Golf Pants_SBlue (Men)', '23SS 남성 패턴 프린트 팬츠 RMPTM2504-195']","['슬림핏', '슬림핏', '슬림핏', '슬림핏', '슬림핏', '슬림핏']","[np.float64(97.53), np.float64(88.96), np.float64(87.22), np.float64(87.0), np.float64(86.03), np.float64(83.65)]",success,
pants_slimfit,Stretch Basic Fit Pants_Beige (Men),슬림핏,"['Stretch Basic Fit Pants_Beige (Men)', 'Side Pocket Essential Fit Pants_Beige (Men)', '남성 여름 AIR 메쉬 슬림 팬츠  블랙 (BJ4421B115)', '남성 뒷포켓 팬츠 RMPTM2502-940', 'CO 사이드 포켓 테이퍼드 팬츠 M_Off White', '23SS 남성 패턴 프린트 팬츠 RMPTM2504-195']","['슬림핏', '슬림핏', '슬림핏', '슬림핏', '슬림핏', '슬림핏']","[np.float64(99.12), np.float64(97.38), np.float64(87.65), np.float64(86.8), np.float64(86.68), np.float64(86.49)]",success,
pants_slimfit,Stretch Golf Pants_SBlue (Men),슬림핏,"['Stretch Golf Pants_SBlue (Men)', 'Side Punching Golf Pants_Black (Men)', 'Side Pocket Essential Fit Pants_Beige (Men)', 'Stretch Basic Fit Pants_Beige (Men)', '남성 스트레이트핏 팬츠(블랙)', 'COTTON TOUCH STANDARD PANTS_NMPNA24692BKX']","['슬림핏', '슬림핏', '슬림핏', '슬림핏', '슬림핏', '슬림핏']","[np.float64(99.51), np.float64(86.2), np.float64(85.29), np.float64(84.63), np.float64(83.04), np.float64(83.03)]",success,
pants_slimfit,TO 스몰 포인트 슬림핏 팬츠 L_Black,슬림핏,"['TO 스몰 포인트 슬림핏 팬츠 L_Black', 'VA 에센셜 겨울 본딩 팬츠 M_Dark Grey', '남성 스트레이트핏 팬츠(블랙)', '타공메쉬 노출E밴드 남성 스트레이트핏 골프바지_CGMPT32263BK', '남성 여름 AIR 메쉬 슬림 팬츠  블랙 (BJ4421B115)', '하이웨스트 슬림핏 팬츠(블랙)']","['슬림핏', '슬림핏', '슬림핏', '슬림핏', '슬림핏', '슬림핏']","[np.float64(98.67), np.float64(92.82), np.float64(87.58), np.float64(87.1), np.float64(86.8), np.float64(86.49)]",success,
pants_slimfit,VA 에센셜 겨울 본딩 팬츠 M_Dark Grey,슬림핏,"['VA 에센셜 겨울 본딩 팬츠 M_Dark Grey', 'TO 스몰 포인트 슬림핏 팬츠 L_Black', '타공메쉬 노출E밴드 남성 스트레이트핏 골프바지_CGMPT32263BK', '남성 스트레이트핏 팬츠(블랙)', '남성 여름 AIR 메쉬 슬림 팬츠  블랙 (BJ4421B115)', 'CO 사이드 포켓 테이퍼드 팬츠 M_Off White']","['슬림핏', '슬림핏', '슬림핏', '슬림핏', '슬림핏', '슬림핏']","[np.float64(98.91), np.float64(93.73), np.float64(92.0), np.float64(90.37), np.float64(89.03), np.float64(87.64)]",success,
pants_slimfit,[ESSENTIAL] 여성 에센셜 슬림 팬츠  베이지 (BJ3821A02A),슬림핏,"['[ESSENTIAL] 여성 에센셜 슬림 팬츠  베이지 (BJ3821A02A)', 'TO 스몰 포인트 슬림핏 팬츠 L_Black', 'Stretch Basic Fit Pants_Beige (Men)', 'Side Pocket Essential Fit Pants_Beige (Men)', 'CO 사이드 포켓 테이퍼드 팬츠 M_Off White', '남성 스트레이트핏 팬츠(블랙)']","['슬림핏', '슬림핏', '슬림핏', '슬림핏', '슬림핏', '슬림핏']","[np.float64(100.0), np.float64(82.38), np.float64(81.32), np.float64(81.0), np.float64(80.32), np.float64(79.41)]",success,
pants_slimfit,[남성] 메타 팬츠 _그레이_VR14130117,슬림핏,"['[남성] 메타 팬츠 _그레이_VR14130117', 'Side Pocket Essential Fit Pants_Beige (Men)', 'COTTON TOUCH STANDARD PANTS_NMPNA24692BKX', 'Stretch Basic Fit Pants_Beige (Men)', 'CO 사이드 포켓 테이퍼드 팬츠 M_Off White', '남성 스트레이트핏 팬츠(블랙)']","['슬림핏', '슬림핏', '슬림핏', '슬림핏', '슬림핏', '슬림핏']","[np.float64(97.02), np.float64(82.3), np.float64(81.03), np.float64(80.94), np.float64(79.65), np.float64(78.41)]",success,
pants_slimfit,남성 뒷포켓 팬츠 RMPTM2502-940,슬림핏,"['남성 뒷포켓 팬츠 RMPTM2502-940', '23SS 남성 패턴 프린트 팬츠 RMPTM2504-195', 'Stretch Basic Fit Pants_Beige (Men)', 'Side Pocket Essential Fit Pants_Beige (Men)', '남성 여름 AIR 메쉬 슬림 팬츠  블랙 (BJ4421B115)', '남성 스트레이트핏 팬츠(블랙)']","['슬림핏', '슬림핏', '슬림핏', '슬림핏', '슬림핏', '슬림핏']","[np.float64(98.0), np.float64(94.75), np.float64(87.76), np.float64(87.53), np.float64(87.49), np.float64(86.62)]",success,
pants_slimfit,남성 스트레이트핏 팬츠(블랙),슬림핏,"['남성 스트레이트핏 팬츠(블랙)', 'VA 에센셜 겨울 본딩 팬츠 M_Dark Grey', '남성 여름 AIR 메쉬 슬림 팬츠  블랙 (BJ4421B115)', 'COTTON TOUCH STANDARD PANTS_NMPNA24692BKX', 'Side Punching Golf Pants_Black (Men)', '타공메쉬 노출E밴드 남성 스트레이트핏 골프바지_CGMPT32263BK']","['슬림핏', '슬림핏', '슬림핏', '슬림핏', '슬림핏', '슬림핏']","[np.float64(99.07), np.float64(89.8), np.float64(89.75), np.float64(89.26), np.float64(88.16), np.float64(87.22)]",success,
pants_slimfit,남성 여름 AIR 메쉬 슬림 팬츠  블랙 (BJ4421B115),슬림핏,"['남성 여름 AIR 메쉬 슬림 팬츠  블랙 (BJ4421B115)', '남성 스트레이트핏 팬츠(블랙)', '남성 뒷포켓 팬츠 RMPTM2502-940', 'Side Punching Golf Pants_Black (Men)', 'Stretch Basic Fit Pants_Beige (Men)', 'TO 스몰 포인트 슬림핏 팬츠 L_Black']","['슬림핏', '슬림핏', '슬림핏', '슬림핏', '슬림핏', '슬림핏']","[np.float64(97.25), np.float64(89.22), np.float64(86.81), np.float64(86.67), np.float64(86.59), np.float64(86.38)]",success,
